Boyut_Bayt,Sifir_Orani,Ortalama_Entropi,Toplam_API,Supheli_API,Etiket
462632,23.57,2.985,1,0,0
3218872,16.5,5.446,909,1,0
4096,52.44,2.61,1,0,0
549384,18.31,4.663,199,1,0
19280,21.56,2.667,1,0,0
31256,14.8,4.182,0,0,0
20776,19.96,2.764,1,0,0
63064,65.88,0.853,0,0,0
114040,25.51,4.511,66,1,0
34304,34.05,2.804,1,0,0
155064,25.6,4.694,78,1,0
207712,20.73,3.138,1,0,0
712080,26.01,2.928,1,0,0
18232,19.26,2.746,1,0,0
15144,18.83,2.698,1,0,0
707584,15.23,4.574,96,1,0
165304,17.57,5.127,305,1,0
1498552,11.92,4.966,451,1,0
84360,9.44,2.852,1,0,0
554328,26.9,2.95,1,0,0
547885,15.91,4.216,33,0,0
24672,11.53,2.711,1,0,0
11776,29.1,2.507,1,0,0
2115512,17.47,5.627,475,1,0
54784,23.29,2.731,1,0,0
47024,21.85,3.687,1,0,0
670816,31.87,3.384,119,0,0
25512,16.06,2.617,1,0,0
18256,17.18,2.962,1,0,0
31256,14.8,4.182,0,0,0
2281912,17.85,5.472,1185,1,0
147456,33.64,2.07,115,1,0
175544,20.99,5.053,93,1,0
1278184,14.17,4.924,190,1,0
45920,22.75,2.915,1,0,0
15360,32.83,2.952,1,0,0
407954,18.47,4.256,388,0,0
29592,13.09,2.803,1,0,0
61368,22.47,2.854,1,0,0
193024,40.4,2.442,1,0,0
91944,24.71,5.046,0,0,0
244616,24.01,3.888,81,1,0
227640,14.69,3.05,1,0,0
19808,25.37,2.556,0,0,0
3528520,16.71,3.808,151,1,0
27136,39.71,4.481,0,0,0
117176,15.73,3.914,144,1,0
2560,63.55,2.736,0,0,0
22840,20.28,2.81,1,0,0
38832,44.11,1.984,1,0,0
5120,56.84,2.825,0,0,0
26504,20.27,2.678,1,0,0
31160,24.28,3.298,83,1,0
27648,11.42,2.722,1,0,0
8192,37.63,4.13,0,0,0
107008,24.0,2.864,1,0,0
29864,15.37,3.395,1,0,0
354959,19.52,4.118,325,0,0
5632,55.63,2.953,0,0,0
58312,31.54,2.891,1,0,0
5120,51.52,2.601,1,0,0
3212640,18.16,3.286,287,2,0
92776,18.96,4.811,0,0,0
32408,9.78,2.786,1,0,0
6656,34.21,4.188,0,0,0
225720,16.42,5.156,326,1,0
653400,16.45,3.624,191,1,0
47528,19.65,2.708,1,0,0
47680,22.03,4.226,75,1,0
29184,31.18,2.715,1,0,0
11264,51.94,2.889,0,0,0
16136,17.46,2.808,1,0,0
17408,31.89,2.72,1,0,0
21816,27.41,2.968,11,0,0
5120,56.52,2.475,1,0,0
16896,39.02,2.628,1,0,0
25672,21.35,2.651,1,0,0
74040,21.34,2.932,1,0,0
1594600,15.58,5.05,134,1,0
49792,19.92,3.672,39,0,0
17672,19.93,2.731,1,0,0
27696,20.83,3.283,0,0,0
48424,26.59,2.681,1,0,0
1312696,17.9,5.384,1395,1,0
90112,36.23,2.637,106,1,0
618424,14.23,5.269,556,1,0
31880,9.71,2.773,1,0,0
15656,18.83,2.737,1,0,0
61224,21.0,2.995,1,0,0
268216,16.81,5.146,378,1,0
749056,32.35,5.142,74,1,0
55608,21.26,2.996,1,0,0
95528,20.49,3.125,1,0,0
927528,18.09,5.32,0,0,0
76288,47.38,2.861,0,0,0
30472,29.16,3.24,53,1,0
517624,26.77,2.853,126,0,0
69384,21.21,2.676,1,0,0
16168,20.24,2.574,1,0,0
29608,15.98,2.637,1,0,0
14336,53.52,2.91,0,0,0
8506144,15.66,5.747,0,0,0
23040,24.89,2.746,1,0,0
24872,22.16,2.836,1,0,0
22824,18.09,2.83,1,0,0
4608,57.16,2.593,1,0,0
410960,21.59,5.047,118,1,0
18232,20.55,2.846,1,0,0
184320,27.93,2.742,120,1,0
195144,35.75,4.382,172,0,0
65976,16.35,3.668,84,1,0
25912,20.37,3.341,0,0,0
186800,14.68,5.022,96,1,0
96080,26.58,3.991,0,0,0
3072,54.95,2.958,0,0,0
7092520,24.21,2.999,1,0,0
549816,17.18,5.463,566,1,0
75528,23.43,4.126,167,1,0
591872,11.34,5.207,93,1,0
20776,20.34,2.834,1,0,0
646656,22.24,5.529,217,0,0
13312,44.1,2.373,1,0,0
23552,26.89,2.64,1,0,0
65320,18.66,2.604,1,0,0
29136,44.04,2.511,0,0,0
26504,20.27,2.678,1,0,0
1163264,18.47,3.611,480,2,0
280576,24.48,2.867,1,0,0
4608,52.34,2.266,0,0,0
90112,40.86,2.248,97,0,0
6996528,21.27,3.115,1,0,0
1895864,13.49,5.314,616,1,0
92336,32.55,3.402,0,0,0
6656,46.94,2.584,1,0,0
46888,25.2,2.541,1,0,0
218408,21.46,3.32,1,0,0
15656,18.95,2.738,1,0,0
29424,11.98,2.729,1,0,0
934400,30.67,2.765,1,0,0
145408,21.72,3.012,1,0,0
149424,23.08,2.855,1,0,0
25400,17.61,3.13,1,0,0
173864,24.45,3.871,0,0,0
250488,19.63,2.779,1,0,0
16168,18.0,2.793,1,0,0
31888,9.86,2.741,1,0,0
25048,48.69,2.274,0,0,0
86440,21.46,2.767,1,0,0
161632,14.71,3.095,1,0,0
236856,11.76,3.033,1,0,0
22864,17.77,2.805,1,0,0
100648,29.21,2.599,1,0,0
683448,15.64,5.427,359,1,0
5120,52.75,2.654,1,0,0
38032,21.58,3.419,1,0,0
308616,29.17,3.65,1,0,0
65376,21.21,2.705,1,0,0
18944,25.79,2.697,1,0,0
31744,12.26,2.767,1,0,0
13312,26.26,2.614,1,0,0
1922880,30.26,3.055,1,0,0
110344,28.16,2.684,1,0,0
542008,22.26,3.014,1,0,0
267912,12.72,5.249,99,1,0
909824,9.39,4.723,93,1,0
39336,41.32,2.723,0,0,0
15712,17.96,2.791,1,0,0
16000,20.66,2.848,1,0,0
100152,27.39,4.185,0,0,0
10752,52.16,2.865,0,0,0
5529416,13.92,3.451,420,2,0
405944,16.49,2.964,1,0,0
40960,62.77,1.736,54,1,0
31872,18.35,2.77,25,1,0
31584,18.57,2.947,1,0,0
120632,35.65,2.165,93,1,0
1223608,25.88,4.782,91,0,0
31680,20.81,2.97,1,0,0
20528,14.16,2.643,1,0,0
205736,4.03,2.703,1,0,0
17920,32.66,2.83,1,0,0
26448,19.03,2.94,1,0,0
19752,21.25,2.727,1,0,0
38736,41.81,2.825,0,0,0
2560,63.4,2.77,0,0,0
58640,21.09,2.609,1,0,0
57548200,27.16,4.565,177,2,0
14848,51.85,2.777,0,0,0
64000,41.67,2.214,0,0,0
30448,12.54,2.843,1,0,0
238392,12.11,3.025,1,0,0
252216,13.15,3.148,1,0,0
19488,17.5,3.0,1,0,0
16384,31.92,4.248,0,0,0
244224,22.98,4.696,82,0,0
61792,23.61,4.207,0,0,0
204288,37.42,5.171,0,0,0
24432,20.35,2.773,1,0,0
21200,14.92,2.676,1,0,0
88496,32.15,3.447,0,0,0
15672,17.21,2.877,1,0,0
144952,22.06,2.957,1,0,0
32184,23.08,3.255,107,1,0
20680,15.17,2.465,1,0,0
71056,57.9,1.162,0,0,0
38008,26.21,2.88,0,0,0
98304,37.45,2.247,105,1,0
16184,17.76,2.758,1,0,0
15656,20.55,2.686,1,0,0
180152,15.08,4.891,129,1,0
861992,11.56,4.022,0,0,0
54337,30.09,3.46,53,0,0
4096,54.3,2.987,0,0,0
1806264,13.84,5.498,1188,1,0
15672,19.54,2.671,1,0,0
135168,27.78,2.861,218,2,0
148208,22.55,4.087,0,0,0
21704,15.71,2.544,1,0,0
58800,69.98,0.781,7,0,0
20264,19.56,2.874,1,0,0
6656,47.24,2.588,1,0,0
1605160,16.17,5.101,332,2,0
161720,18.4,4.508,214,1,0
177576,25.56,2.75,1,0,0
147456,34.58,2.578,127,0,0
9728,54.33,2.957,0,0,0
868352,26.11,3.624,262,1,0
30104,13.38,2.9,1,0,0
90976,4.36,2.813,1,0,0
94656,21.42,4.789,65,1,0
35168,19.19,2.823,1,0,0
34304,34.05,2.804,1,0,0
193536,21.21,4.696,99,0,0
2560,63.09,2.774,0,0,0
4608,56.94,2.613,1,0,0
28160,28.76,2.824,1,0,0
502624,22.59,3.0,1,0,0
25400,17.53,3.166,1,0,0
15656,18.12,2.802,1,0,0
90112,35.62,2.455,131,1,0
19808,19.43,2.783,1,0,0
134520,35.69,2.457,67,0,0
770048,20.27,3.06,234,2,0
3700664,18.09,4.623,180,1,0
18256,18.59,2.825,1,0,0
20776,19.23,2.737,1,0,0
84952,24.49,4.864,158,1,0
298016,22.62,3.129,1,0,0
405504,19.83,4.016,183,0,0
19880,20.13,2.631,1,0,0
39776,17.54,3.05,1,0,0
28232,18.83,3.245,0,0,0
724376,47.73,2.964,121,0,0
14848,28.52,2.599,1,0,0
696256,12.14,5.119,183,1,0
67368,17.76,2.623,1,0,0
27384,10.73,2.824,1,0,0
3072,54.43,3.027,0,0,0
749568,19.16,3.099,175,1,0
20816,22.95,2.619,1,0,0
17448,14.98,5.242,0,0,0
16136,19.17,2.649,1,0,0
706984,18.76,5.365,0,0,0
46888,25.22,2.532,1,0,0
349320,14.29,2.743,1,0,0
835584,16.25,4.176,149,1,0
367968,23.57,2.654,231,1,0
18728,23.44,2.253,1,0,0
19336,15.79,2.862,1,0,0
16696,18.58,2.677,1,0,0
18784,17.92,3.041,1,0,0
24888,19.74,2.779,1,0,0
139264,38.94,2.512,72,0,0
21800,18.48,2.763,1,0,0
41808,20.8,2.716,1,0,0
31072,16.29,3.097,1,0,0
20776,22.48,2.654,1,0,0
5632,53.84,2.475,1,0,0
2560,60.0,2.94,0,0,0
38624,15.73,2.606,1,0,0
58176,26.97,4.227,0,0,0
1646592,15.68,3.788,343,1,0
98128,19.87,2.775,1,0,0
3924408,13.08,5.434,1053,1,0
79184,24.49,2.866,1,0,0
16736,17.99,2.751,1,0,0
284296,9.13,5.657,97,1,0
13688,18.72,2.879,1,0,0
21256,12.82,3.991,0,0,0
97720,23.15,2.979,1,0,0
22096,51.4,1.118,0,0,0
18232,19.41,2.722,1,0,0
769976,43.61,5.255,210,1,0
294912,19.69,3.303,145,1,0
17248,21.07,2.779,1,0,0
65832,23.28,2.919,1,0,0
4608,50.67,2.84,1,0,0
39848,19.51,2.735,1,0,0
100648,29.16,2.574,1,0,0
127424,21.8,3.031,1,0,0
77824,50.06,1.709,110,0,0
9676,61.75,1.702,18,0,0
3178824,14.85,3.557,250,2,0
507704,21.21,3.091,1,0,0
126976,39.37,2.573,128,1,0
719184,26.18,2.946,1,0,0
33894,31.86,3.132,61,0,0
579000,12.47,4.848,461,1,0
38128,15.0,2.835,1,0,0
84992,32.22,2.779,1,0,0
339968,27.27,2.875,219,1,0
365496,15.51,5.383,597,1,0
175024,35.09,2.348,1,0,0
177672,14.05,4.827,75,0,0
5375416,13.14,5.66,1312,1,0
980816,19.62,5.208,0,0,0
258560,23.11,2.945,1,0,0
3524920,17.73,5.662,381,2,0
172368,20.42,2.697,1,0,0
225280,50.32,2.733,0,0,0
138240,24.96,2.857,1,0,0
201016,24.78,2.981,1,0,0
5632,51.37,2.575,1,0,0
106496,27.54,2.854,1,0,0
51640,15.27,3.478,33,1,0
18432,52.49,2.899,0,0,0
802144,30.13,3.37,201,2,0
83896,16.78,4.101,86,1,0
19768,21.27,3.042,1,0,0
1056208,22.99,3.598,68,0,0
39936,30.42,2.738,1,0,0
30648,16.32,3.36,17,0,0
194048,20.66,4.729,144,1,0
707224,12.98,4.56,175,2,0
11776,28.19,2.594,1,0,0
16384,43.77,2.846,1,0,0
127424,21.8,3.031,1,0,0
5632,52.86,2.512,1,0,0
312120,10.09,3.112,1,0,0
21800,18.15,2.798,1,0,0
25936,20.21,2.848,1,0,0
1483936,14.35,5.785,0,0,0
5120,58.34,2.872,0,0,0
1388544,21.82,3.291,198,1,0
5120,56.58,2.443,1,0,0
5632,52.41,2.412,1,0,0
22048,24.98,3.084,27,1,0
28672,68.73,2.045,0,0,0
121632,18.68,3.18,1,0,0
35152,18.54,2.643,1,0,0
753664,20.71,3.393,304,1,0
91560,22.56,2.819,1,0,0
18232,20.25,2.815,1,0,0
18368,18.74,2.749,1,0,0
212992,28.76,2.452,130,1,0
213768,23.45,4.268,0,0,0
20528,14.75,2.545,1,0,0
26624,12.06,2.588,1,0,0
17192,19.54,2.813,1,0,0
18704,21.92,2.548,1,0,0
5120,58.81,2.401,1,0,0
15160,18.69,2.724,1,0,0
147296,22.17,2.876,1,0,0
411576,22.85,2.931,1,0,0
311736,32.31,2.369,127,2,0
9728,45.95,2.409,1,0,0
1474104,37.81,4.387,72,1,0
20304,17.87,2.781,1,0,0
70912,15.01,2.668,1,0,0
146360,18.08,4.445,363,1,0
964432,18.72,6.205,0,0,0
23552,26.89,2.639,1,0,0
184320,27.74,2.469,163,1,0
101200,25.42,2.861,1,0,0
17760,23.47,3.68,0,0,0
1998264,14.87,5.451,1345,1,0
27888,11.34,2.711,1,0,0
12800,52.07,2.875,0,0,0
311808,18.42,2.94,1,0,0
817592,15.35,5.425,925,1,0
13664,15.54,2.413,0,0,0
28552,18.25,2.82,1,0,0
21296,23.15,2.607,1,0,0
4608,58.18,2.545,1,0,0
45920,26.67,2.712,1,0,0
16264,19.75,2.507,1,0,0
170482,20.12,3.933,196,0,0
514488,17.12,5.16,1021,1,0
14200,21.11,2.634,1,0,0
15160,17.41,2.868,1,0,0
5120,56.62,2.462,1,0,0
331576,20.21,3.059,1,0,0
854456,13.88,5.417,837,1,0
366120,12.18,5.09,82,1,0
29696,23.7,3.81,0,0,0
13624,17.32,2.788,1,0,0
36944,33.1,2.295,0,0,0
18944,29.52,3.919,0,0,0
2560,61.88,2.843,0,0,0
5120,51.07,2.711,1,0,0
8925784,16.66,5.414,167,1,0
234968,29.05,2.152,15,0,0
900456,17.84,3.463,140,0,0
4964920,18.18,5.105,439,1,0
27048,44.55,2.319,0,0,0
16680,19.14,2.814,1,0,0
53544,22.87,3.057,1,0,0
32384,10.43,2.656,1,0,0
149248,17.37,2.665,1,0,0
14240,18.93,3.099,0,0,0
122880,42.53,2.477,80,0,0
4862256,14.65,5.664,437,1,0
3745904,13.45,3.159,410,1,0
127200,17.23,2.695,1,0,0
27128,12.41,2.655,1,0,0
900288,12.14,4.687,142,2,0
996408,15.97,3.329,0,0,0
20992,36.08,2.688,1,0,0
6860584,10.59,5.25,318,1,0
10752,52.19,3.005,0,0,0
4608,57.51,2.577,1,0,0
16208,20.34,2.598,1,0,0
340408,15.68,5.181,484,1,0
26504,20.2,2.74,1,0,0
221184,26.8,2.853,190,1,0
5120,53.03,2.596,1,0,0
32848,33.86,1.409,0,0,0
24456,19.39,2.668,1,0,0
1107384,17.88,5.521,1033,1,0
25424,20.41,2.912,1,0,0
708920,24.81,2.935,1,0,0
45816,22.87,2.529,1,0,0
339424,25.27,4.817,114,1,0
30128,17.49,2.681,1,0,0
81920,52.85,1.697,42,0,0
171384,32.8,2.506,124,0,0
30984,55.48,1.261,0,0,0
161592,14.72,3.091,1,0,0
20278984,13.08,5.188,358,2,0
405944,15.57,5.228,147,1,0
42792,20.66,2.701,1,0,0
28672,26.63,2.975,1,0,0
4608,55.25,2.643,1,0,0
37888,22.81,2.694,1,0,0
569096,16.64,5.57,0,0,0
365952,52.06,2.14,0,0,0
11776,51.14,3.642,0,0,0
149328,24.5,5.225,0,0,0
55080,34.81,3.221,0,0,0
80384,23.84,3.073,1,0,0
23040,27.5,2.715,1,0,0
22888,47.09,1.628,0,0,0
86016,39.44,2.54,151,0,0
13752,15.52,3.423,0,0,0
1556480,26.79,3.409,417,1,0
15144,18.48,2.754,1,0,0
45568,27.31,2.691,1,0,0
11556408,15.12,4.727,406,2,0
1068984,16.84,5.422,659,1,0
1664440,15.89,5.885,653,1,0
717955,19.93,3.917,55,1,0
79160,27.35,2.616,1,0,0
1142784,18.44,3.293,216,1,0
1103672,16.53,5.696,0,0,0
288016,22.9,4.834,627,1,0
30720,21.75,2.705,1,0,0
23432,21.36,2.939,1,0,0
135680,19.42,5.184,189,1,0
672184,18.92,4.906,292,0,0
231760,27.93,2.747,1,0,0
351392,16.61,5.465,0,0,0
69632,55.5,2.23,59,0,0
41784,23.67,2.894,1,0,0
12288,52.64,2.832,0,0,0
59704,20.6,2.843,1,0,0
162744,19.5,4.804,326,1,0
112912,22.55,2.619,1,0,0
107232,23.9,3.991,0,0,0
35400,23.81,4.214,0,0,0
742384,24.93,3.259,1,0,0
33504,13.55,2.918,1,0,0
312792,26.38,3.533,0,0,0
20480,87.59,1.314,0,0,0
4608,56.03,2.62,1,0,0
14200,21.04,2.629,1,0,0
78992,22.43,2.926,1,0,0
15712,18.2,2.92,1,0,0
165020,20.78,3.806,208,0,0
483168,27.11,3.559,1,0,0
15160,19.29,2.614,1,0,0
229376,25.34,2.568,158,1,0
69344,16.27,3.125,1,0,0
36352,26.77,2.749,1,0,0
405944,16.49,2.964,1,0,0
5120,56.19,2.496,1,0,0
73568,20.7,2.805,1,0,0
68392,16.53,2.896,1,0,0
124752,25.39,3.441,0,0,0
36080,15.62,2.835,1,0,0
9216,41.27,2.775,1,0,0
45408,18.55,2.607,1,0,0
16264,18.31,2.695,1,0,0
15712,17.24,2.913,1,0,0
6144,52.77,2.991,0,0,0
12800,50.79,2.907,0,0,0
15656,18.86,2.724,1,0,0
380928,23.55,3.258,158,0,0
5722464,32.93,3.663,1,0,0
20816,19.27,2.795,1,0,0
16776,17.9,2.823,1,0,0
5632,53.46,2.494,1,0,0
14632,17.63,2.828,1,0,0
171760,27.83,3.075,181,0,0
214192,17.18,5.248,0,0,0
19456,33.15,2.741,1,0,0
16168,16.55,3.118,1,0,0
29448,13.89,2.559,1,0,0
35080,46.38,2.093,0,0,0
3784632,11.07,5.144,1111,1,0
5120,56.5,2.494,1,0,0
77824,46.55,1.742,61,0,0
84000,20.65,2.722,1,0,0
14688,17.22,2.867,1,0,0
45792,14.48,2.571,1,0,0
22392,15.78,2.917,1,0,0
51456,18.49,2.84,1,0,0
67408,29.45,4.756,0,0,0
254464,52.48,3.118,0,0,0
80384,22.96,2.902,1,0,0
5120,51.76,2.657,1,0,0
20696,14.84,2.528,1,0,0
751616,28.66,2.832,1,0,0
86840,12.8,2.829,1,0,0
17192,18.08,2.893,1,0,0
84392,28.63,3.561,0,0,0
178104,18.08,5.205,257,1,0
120104,16.89,3.313,1,0,0
15792,17.88,2.86,1,0,0
30720,28.93,4.365,0,0,0
17232,19.2,2.746,1,0,0
5110192,15.58,3.836,368,2,0
36352,53.53,2.901,0,0,0
79824,24.76,2.816,1,0,0
47536,21.27,2.74,1,0,0
25440,19.47,3.053,1,0,0
24576,89.06,0.975,0,0,0
88504,17.73,4.624,185,1,0
271520,21.67,3.214,1,0,0
17248,19.42,2.893,1,0,0
321976,15.81,5.324,364,1,0
14688,18.15,2.572,1,0,0
53920,21.59,4.306,0,0,0
116536,22.72,3.065,1,0,0
59904,48.65,2.899,0,0,0
83792,30.08,3.604,0,0,0
181840,21.25,5.367,147,1,0
491520,45.97,3.189,0,0,0
57344,51.35,2.06,106,1,0
4096,45.53,3.998,0,0,0
16696,17.9,2.728,1,0,0
5120,51.56,2.658,1,0,0
524288,30.88,2.772,1,0,0
25912,18.0,2.749,1,0,0
18744,19.63,2.81,1,0,0
34728,43.86,2.176,1,0,0
197632,26.0,2.774,1,0,0
177768,20.4,3.097,1,0,0
236544,24.05,2.94,1,0,0
1216864,24.52,2.841,1,0,0
21808,52.02,1.088,0,0,0
31744,49.57,2.891,0,0,0
28936,13.06,2.641,1,0,0
40448,23.43,3.802,27,0,0
84400,17.71,3.818,23,0,0
16224,19.78,2.61,1,0,0
59704,21.35,2.771,1,0,0
167424,22.71,2.827,1,0,0
15672,17.66,2.906,1,0,0
70584,18.02,4.131,87,1,0
10752,53.01,2.896,0,0,0
18874184,15.56,4.019,146,2,0
17720,23.39,2.874,11,0,0
18944,25.79,2.698,1,0,0
15904,17.71,2.869,1,0,0
348808,24.51,4.824,114,1,0
122720,19.1,3.275,1,0,0
15184,17.22,2.868,1,0,0
257040,17.88,5.001,88,1,0
2560,63.12,2.773,0,0,0
404840,49.73,2.374,0,0,0
23816,19.94,2.832,1,0,0
28072,19.63,2.587,1,0,0
20807680,15.3,4.316,141,2,0
114688,33.42,2.404,104,1,0
8704,52.22,3.029,16,0,0
3072,56.9,2.973,0,0,0
16696,18.62,2.841,1,0,0
29456,25.96,3.078,71,1,0
31568,14.01,2.987,1,0,0
56048,5.45,4.432,0,0,0
589312,11.23,4.689,93,1,0
102328,21.65,4.749,93,1,0
5120,55.45,2.499,1,0,0
15184,18.98,2.735,1,0,0
564664,15.47,5.197,488,1,0
15712,17.43,2.894,1,0,0
26376,18.91,3.121,1,0,0
29576,12.9,2.809,1,0,0
15696,19.78,2.649,1,0,0
405504,21.97,3.767,322,0,0
648632,13.78,5.112,41,1,0
20264,20.03,2.751,1,0,0
143312,25.02,4.368,119,0,0
719312,21.8,3.06,121,4,0
31976,13.33,2.799,1,0,0
7680,51.48,2.944,0,0,0
21800,21.2,2.755,1,0,0
156672,16.79,3.752,1,0,0
15656,17.65,2.748,1,0,0
44896,20.3,2.584,1,0,0
1701608,14.81,4.421,188,2,0
62288,21.24,3.077,1,0,0
24416,23.01,4.155,32,1,0
6144,53.3,2.933,0,0,0
288608,28.02,3.554,1,0,0
49960,21.4,3.046,1,0,0
80144,24.69,4.303,143,1,0
26960,21.65,2.325,1,0,0
23392,19.32,4.208,52,0,0
69456,17.52,2.688,1,0,0
5120,57.66,2.415,1,0,0
26464,19.12,2.771,1,0,0
124728,28.38,3.72,0,0,0
2203576,13.79,5.368,975,1,0
17704,20.48,2.801,1,0,0
9887784,22.3,5.032,138,1,0
377640,24.26,2.973,1,0,0
801760,32.48,1.435,0,0,0
487008,13.7,3.984,150,0,0
18216,20.27,2.653,1,0,0
28672,88.64,1.11,17,0,0
7168,52.5,2.938,0,0,0
1182928,18.72,3.743,330,1,0
18731856,0.66,4.585,237,2,0
64000,24.38,2.748,1,0,0
305464,21.74,3.026,1,0,0
62176,22.08,2.818,1,0,0
212280,21.31,5.046,150,2,0
298792,18.83,2.677,1,0,0
81408,21.65,4.273,119,1,0
21344,19.09,2.755,1,0,0
47208,17.27,4.171,61,1,0
38696,45.09,2.261,0,0,0
45944,17.65,3.896,55,1,0
58296,26.85,4.313,0,0,0
110944,20.42,3.18,1,0,0
15768,18.59,2.666,1,0,0
23816,19.94,2.832,1,0,0
21856,25.34,3.067,27,1,0
30704,14.21,2.581,1,0,0
880136,15.68,4.895,181,0,0
27896,11.78,2.807,1,0,0
26936,15.86,3.005,1,0,0
46840,39.5,2.864,54,0,0
23688,20.88,3.153,0,0,0
15488,17.1,2.834,1,0,0
72704,41.51,2.468,1,0,0
62328,24.76,3.521,75,1,0
26376,9.97,2.978,1,0,0
919432,26.21,3.031,1,0,0
21936,51.74,1.086,0,0,0
4608,59.46,2.482,1,0,0
544768,18.88,3.273,222,1,0
723456,15.78,4.973,99,1,0
33632,13.71,3.232,1,0,0
37520,25.6,2.892,0,0,0
172856,23.54,2.887,1,0,0
65152,22.75,3.148,1,0,0
185128,19.7,2.957,1,0,0
137656,17.9,4.779,128,1,0
29696,29.45,4.317,0,0,0
3072,56.54,2.969,0,0,0
41200,17.17,2.943,1,0,0
24768,12.82,4.127,0,0,0
14264,15.09,3.851,0,0,0
26368,11.85,2.583,1,0,0
145920,21.98,3.004,1,0,0
54056,21.45,2.628,1,0,0
222136,18.46,5.136,440,1,0
21296,22.14,2.634,1,0,0
10240,50.48,2.935,0,0,0
140448,19.02,4.105,107,1,0
484928,17.96,3.324,88,1,0
328528,18.09,2.8,1,0,0
35640,18.46,2.656,1,0,0
29696,22.99,3.106,0,0,0
36608,14.64,2.761,1,0,0
15656,18.55,2.757,1,0,0
16696,19.2,2.936,1,0,0
5120,54.08,2.983,0,0,0
374032,18.8,4.542,129,1,0
73016,20.86,2.787,1,0,0
1470328,16.11,4.722,1684,1,0
34816,53.5,2.89,0,0,0
306192,22.54,4.803,99,1,0
131072,34.08,2.137,102,1,0
45280,13.78,2.597,1,0,0
579896,27.71,2.63,1,0,0
15144,19.69,2.652,1,0,0
108368,23.59,2.612,1,0,0
19136,11.87,3.89,0,0,0
833400,9.43,4.204,151,1,0
44328,26.09,2.565,1,0,0
25400,17.0,3.138,1,0,0
1022976,17.43,4.468,96,1,0
37888,29.24,2.794,1,0,0
16896,42.38,2.325,27,1,0
68920,21.38,3.021,0,0,0
193024,40.4,2.443,1,0,0
27128,11.32,2.868,1,0,0
18744,20.09,2.816,1,0,0
1473536,22.83,5.002,96,1,0
1011712,16.76,4.433,96,1,0
145200,21.94,2.911,1,0,0
120104,16.82,3.356,1,0,0
24416,20.14,3.093,1,0,0
24816,15.63,3.01,1,0,0
5916488,17.12,4.119,260,4,0
36688,12.15,3.003,1,0,0
15672,19.21,2.684,1,0,0
24576,88.54,1.001,0,0,0
396664,19.21,3.252,93,0,0
37016,21.68,4.288,0,0,0
48936,25.85,2.608,1,0,0
2131064,28.32,2.876,1,0,0
38696,44.14,2.512,0,0,0
16680,19.3,2.793,1,0,0
15712,19.07,2.68,1,0,0
404920,19.65,5.324,281,1,0
102400,43.15,2.191,102,1,0
110592,32.32,2.649,133,1,0
41200,13.67,2.798,1,0,0
15712,19.77,2.627,1,0,0
93008,22.57,3.028,1,0,0
1843024,2.97,4.801,142,1,0
17232,19.61,2.77,1,0,0
232248,18.92,5.291,144,1,0
2192576,3.03,4.781,104,1,0
181048,23.48,3.033,1,0,0
112880,26.6,2.592,1,0,0
16736,18.76,2.968,1,0,0
331776,32.38,3.528,189,1,0
59216,27.33,2.729,1,0,0
378336,34.55,2.513,183,1,0
892816,18.31,5.049,665,1,0
9216,52.39,2.886,0,0,0
30032,23.27,1.811,1,0,0
31144,23.75,2.756,1,0,0
5120,52.13,2.626,1,0,0
30800,26.05,3.568,57,0,0
14200,20.68,2.717,1,0,0
122288,25.34,3.191,78,1,0
193976,15.58,5.011,215,1,0
45056,65.22,1.564,54,0,0
84784,23.16,2.622,1,0,0
483328,28.23,2.688,172,1,0
19296,19.33,2.873,1,0,0
24888,13.96,2.955,1,0,0
41256,21.3,2.683,1,0,0
1314232,15.99,5.254,984,1,0
76240,25.02,2.804,1,0,0
26104,10.19,2.981,1,0,0
21808,42.16,2.732,0,0,0
43330,27.87,3.229,67,0,0
17704,17.94,2.819,1,0,0
52536,20.63,3.088,1,0,0
14200,21.15,2.639,1,0,0
28192,25.38,2.47,1,0,0
96264,25.61,3.329,1,0,0
299104,16.2,4.259,188,0,0
18216,22.0,2.559,1,0,0
52224,24.4,2.74,1,0,0
15656,19.25,2.704,1,0,0
395072,16.92,4.456,88,1,0
8704,25.25,3.585,0,0,0
592400,16.89,3.192,114,2,0
87704,22.76,2.955,1,0,0
77240,20.73,4.067,137,1,0
186800,25.19,3.425,0,0,0
60344,16.46,3.787,67,1,0
58408,23.31,2.95,1,0,0
14426040,13.74,5.554,2941,1,0
5632,55.08,2.455,1,0,0
3584,55.64,3.001,0,0,0
18216,18.07,2.783,1,0,0
14113328,22.15,5.187,2288,2,0
15144,18.21,2.782,1,0,0
11443352,15.79,4.875,892,1,0
17208,16.98,2.812,1,0,0
14760,15.43,3.848,0,0,0
77824,49.37,2.111,109,1,0
49152,54.16,1.956,64,0,0
3584,57.31,2.949,0,0,0
5632,54.87,2.448,1,0,0
135608,18.91,4.846,150,1,0
23712,20.03,2.78,0,0,0
47928,19.21,2.626,1,0,0
65848,25.26,4.374,94,0,0
15392,18.34,2.759,1,0,0
826840,29.51,4.854,221,1,0
1267512,18.02,5.773,0,0,0
68576,27.54,4.28,0,0,0
22864,18.3,2.842,1,0,0
50256,15.37,3.55,66,1,0
136768,20.92,4.701,511,1,0
